This list contains all games supported by FB Alpha.

2833 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| bbakradu	|  	| Battle Bakraid - Unlimited Version (ver. Tue Jun 8 199| bbakraid	| 1999	| Eighting	| Toaplan GP9001| 					|
| batcira	|  	| Battle Circuit (970319 Asia)				| batcir	| 1997	| Capcom	| CPS2		| 					|
| batcir	|  	| Battle Circuit (970319 Euro)				| 		| 1997	| Capcom	| CPS2		| 					|
| batcirj	|  	| Battle Circuit (970319 Japan)				| batcir	| 1997	| Capcom	| CPS2		| 					|
| flipshot	|  	| Battle Flip Shot					| 		| 1998	| Visco		| Neo Geo	| 					|
| bgareghk	|  	| Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996)	| bgaregga	| 1996	| Raizing / 8ing| Toaplan GP9001| 					|
| bgaregga	|  	| Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb | 		| 1996	| Raizing / 8ing| Toaplan GP9001| 					|
| bgaregnv	|  	| Battle Garegga - New Version (Austria / Hong Kong) (Sa| bgaregga	| 1996	| Raizing / 8ing| Toaplan GP9001| 					|
| bgaregcn	|  	| Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1| bgaregga	| 1996	| Raizing / 8ing| Toaplan GP9001| 					|
| bgaregt2	|  	| Battle Garegga - Type 2 (Europe / USA / Japan / Asia) | bgaregga	| 1996	| Raizing / 8ing| Toaplan GP9001| 					|
| btlkroad	|  	| Battle K-Road						| 		| 1994	| Psikyo	| Psikyo 68EC020| 					|
| g_btlm	|  	| Battle Mania (J) [!]					| g_tsht	| 1900	| Unsorted	| Megadrive	| 					|
| g_btl2	|  	| Battle Mania - Dai Gin Jou (J) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| bsharkj	|  	| Battle Shark (Japan)					| bshark	| 1989	| Taito Corporat| Taito-Z	| 					|
| bshark	|  	| Battle Shark (US)					| 		| 1989	| Taito America | Taito-Z	| 					|
| g_bsqu	|  	| Battle Squadron (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_btms	|  	| Battlemaster (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_btec	| D	| Battletech (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| No sound in-game			|
| g_btoa	| D	| Battletoads (W) [!]					| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| g_btdd	|  	| Battletoads and Double Dragon (U) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| bayrout1	|  	| Bay Route (set 1, US, unprotected)			| bayroute	| 1989	| Sunsoft / Sega| System 16B	| No Sound, Missing Z80 Program ROM	|
| bayroutj	|  	| Bay Route (set 2, Japan, FD1094 317-0115)		| bayroute	| 1989	| Sunsoft / Sega| System 16B	| 					|
| bayroute	|  	| Bay Route (set 3, World, FD1094 317-0116)		| 		| 1989	| Sunsoft / Sega| System 16B	| 					|
| g_beaswr	| D	| Beast Warriors (J) [!]				| g_bwre	| 1900	| Unsorted	| Megadrive	| Bad sound				|
| g_bwre	| D	| Beast Wrestler (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| Bad sound				|
| beastf	|  	| Beastie Feastie					| suprglob	| 1984	| Epos Corporati| Pac-man	| 					|
| g_bbbq	| D	| Beauty and the Beast - Belle's Quest (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| g_bbrb	| D	| Beauty and the Beast - Roar of the Beast (U) [!]	| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| g_beavib	| D NW	| Beavis and Butt-head (Beta)				| g_beav	| 1900	| Unsorted	| Megadrive	| 					|
| g_beave	|  	| Beavis and Butt-head (E) [!]				| g_beav	| 1900	| Unsorted	| Megadrive	| 					|
| g_beav	|  	| Beavis and Butt-head (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| ddp2		| D NW	| Bee Storm - DoDonPachi II (V100)			| 		| 2001	| IGS		| PGM		| 					|
| g_bear	|  	| Berenstain Bears', The - Camping Adventure (U) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_botbb	|  	| Best of the Best - Championship Karate (Beta)		| g_botb	| 1900	| Unsorted	| Megadrive	| 					|
| g_botb	|  	| Best of the Best - Championship Karate (U) [c][!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_boas	|  	| Beyond Oasis (U) [!]					| 		| 1995	| Sega		| Megadrive	| 					|
| g_bzerot	|  	| Beyond Zero Tolerance (Beta)				| 		| 1900	| Unsorted	| Megadrive	| 					|
| bigbucks	|  	| Big Bucks						| 		| 1986	| Dynasoft Inc.	| Pac-man	| 					|
| g_bw95	|  	| Bill Walsh College Football '95 (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_bwcf	|  	| Bill Walsh College Football (UE) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_bimi	|  	| Bimini Run (U) (REV02) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_biohzb	|  	| Bio-Hazard Battle (Beta)				| g_bhb		| 1900	| Unsorted	| Megadrive	| 					|
| g_bhb		|  	| Bio-Hazard Battle (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| biomtoy	|  	| Biomechanical Toy (unprotected)			| 		| 1995	| Zeus		| Gaelco '91 - '| 					|
| g_sail	| D	| Bishoujo Senshi Sailor Moon (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_blav	| D	| Blades of Vengeance (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| g_blam2b	| D	| Blaster Master 2 (Beta)				| g_blma	| 1900	| Unsorted	| Megadrive	| No sound				|
| g_blma	| D	| Blaster Master 2 (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| blazeon	|  	| Blaze On (Japan)					| 		| 1991	| Atlus		| Kaneko 16-bit	| 					|
| blazstar	|  	| Blazing Star						| 		| 1998	| Yumekobo	| Neo Geo	| 					|
| arkblock	|  	| Block (Game Corporation bootleg, set 1)		| arkanoid	| 1986	| bootleg	| Arkanoid	| 					|
| arkbloc2	|  	| Block (Game Corporation bootleg, set 2)		| arkanoid	| 1986	| bootleg	| Arkanoid	| 					|
| blockgal	|  	| Block Gal (MC-8123B, 317-0029)			| 		| 1987	| Sega / Vic Tok| System 1	| 					|
| g_bloc	|  	| Block Out (W) (REV01) [!]				| 		| 1994	| Electronic Art| Megadrive	| 					|
| g_bsht	| D	| Blood Shot (E) (M4) [!]				| 		| 1994	| Domark / Accla| Megadrive	| No sound in-game			|
| bloodwar	|  	| Blood Warrior						| 		| 1994	| Kaneko	| Kaneko 16-bit	| 					|
| bloxeed	| D	| Bloxeed (Japan, FD1094 317-0139)			| 		| 1990	| Sega		| System 18	| Incomplete Sound			|
| g_blueal	| D	| Blue Almanac (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| bjourney	|  	| Blue's Journey\0Raguy					| 		| 1990	| Alpha Denshi C| Neo Geo	| 					|
| bwcasino	|  	| Boardwalk Casino					| 		| 1983	| EPOS Corporati| Pac-man	| 					|
| g_bcounb	| D NW	| Body Count (Beta) (M5)				| g_body	| 1900	| Unsorted	| Megadrive	| 					|
| bodyslam	|  	| Body Slam (8751 317-0015)				| 		| 1986	| Sega		| System 16A	| 					|
| bombjack	|  	| Bomb Jack (set 1)					| 		| 1984	| Tehkan	| Bomb Jack	| 					|
| bombjac2	|  	| Bomb Jack (set 2)					| bombjack	| 1984	| Tehkan	| Bomb Jack	| 					|
| bombrman	| D NW	| Bomber Man (Japan)					| dynablst	| 1992	| Irem (licensed| Miscellaneous	| Preliminary driver			|
| g_bnza00	| D	| Bonanza Bros. (JE) (REV00) [!]			| g_bnza	| 1900	| Unsorted	| Megadrive	| No sound				|
| g_bnza01	| D	| Bonanza Bros. (JE) (REV01) [!]			| g_bnza	| 1900	| Unsorted	| Megadrive	| No sound				|
| g_bnza	| D	| Bonanza Bros. (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| g_bonk	| D	| Bonkers (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| No sound in-game			|
| g_booge	| D	| Boogerman (E) [!]					| g_boog	| 1900	| Unsorted	| Megadrive	| 					|
| g_boog	|  	| Boogerman (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_bwbw	| D	| Boogie Woogie Bowling (J) [!]				| g_cbwl	| 1900	| Unsorted	| Megadrive	| Bad sound				|
| g_boxl	| D	| Boxing Legends of the Ring (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| Bad Sound				|
| brain		|  	| Brain							| 		| 1986	| Coreland / Seg| System 1	| 					|
| g_drace	| D	| Bram Stoker's Dracula (E) [!]				| 		| 1994	| Psygnosis / So| Megadrive	| 					|
| g_drac	| D	| Bram Stoker's Dracula (U) [!]				| 		| 1994	| Psygnosis / So| Megadrive	| 					|
| breakers	|  	| Breakers						| 		| 1996	| Visco		| Neo Geo	| 					|
| breakrev	|  	| Breakers Revenge					| breakers	| 1998	| Visco		| Neo Geo	| 					|
| g_bh95	| D	| Brett Hull Hockey '95 (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| No sound in-game			|
| g_blcrb	| D	| Brian Lara Cricket (Beta)				| g_blcr	| 1900	| Unsorted	| Megadrive	| No sound				|
| g_blcr	| D	| Brian Lara Cricket (E) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| g_blc96x	| D NW	| Brian Lara Cricket 96 (E) [a1][x]			| g_bl96	| 1900	| Unsorted	| Megadrive	| 					|
| g_bl96	| D	| Brian Lara Cricket 96 (E) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| No sound				|
| brix		|  	| Brix							| zzyzzyxx	| 1982	| Cinematronics | Jack the Giant| 					|
| g_brutle	| D	| Brutal - Paws of Fury (E)				| g_brpw	| 1900	| Unsorted	| Megadrive	| No sound in-game			|
| g_brpw	| D	| Brutal - Paws of Fury (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| No sound in-game			|
| g_bubbab	| D	| Bubba N Stix (Beta)					| g_buba	| 1900	| Unsorted	| Megadrive	| No sound				|
| g_bubbae	| D	| Bubba N Stix (E) [c][!]				| g_buba	| 1900	| Unsorted	| Megadrive	| No sound				|
| g_buba	| D	| Bubba N Stix (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| Bad sound				|
| g_busq	|  	| Bubble and Squeak (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_bub2	|  	| Bubsy II (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_bubs	|  	| Bubsy in Claws Encounters of the Furred Kind (UE) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_budoe	|  	| Budokan - The Martial Spirit (E) [!]			| g_budo	| 1900	| Unsorted	| Megadrive	| 					|
| g_budo	|  	| Budokan - The Martial Spirit (U) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_bbny	|  	| Bugs Bunny in Double Trouble (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| bullet	|  	| Bullet (FD1094 317-0041)				| 		| 1987	| Sega		| System 16B	| 					|
| g_bvsb	|  	| Bulls vs Blazers and the NBA Playoffs (UE) [!]	| 		| 1993	| Electronic Art| Megadrive	| 					|
| g_bvsl	|  	| Bulls vs Lakers and the NBA Playoffs (UE) [!]		| 		| 1991	| Electronic Art| Megadrive	| 					|
| burningf	|  	| Burning Fight (set 1)					| 		| 1991	| SNK		| Neo Geo	| 					|
| burningh	|  	| Burning Fight (set 2)					| burningf	| 1991	| SNK		| Neo Geo	| 					|
| g_burnfe	| D	| Burning Force (E)					| g_burf	| 1900	| Unsorted	| Megadrive	| 					|
| g_burnfj	| D	| Burning Force (J) [!]					| g_burf	| 1900	| Unsorted	| Megadrive	| Bad sound				|
| g_burf	| D	| Burning Force (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| Bad sound				|
| buzzard	|  	| Buzzard						| gyrodine	| 1984	| Crux		| Kyugo		| 					|
| g_cada	| D	| Cadash (JU) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| dino		|  	| Cadillacs & Dinosaurs (930201 etc)			| 		| 1993	| Capcom	| CPS1 / QSound	| 					|
| dinou		|  	| Cadillacs & Dinosaurs (930201 USA)			| dino		| 1993	| Capcom	| CPS1 / QSound	| 					|
| dinoj		|  	| Cadillacs Kyouryuu-Shinseiki (Cadillacs 930201 Japan)	| dino		| 1993	| Capcom	| CPS1, QSound	| 					|
| g_caeno	| D	| Caesar no Yabo (J)					| 		| 1991	| Micronet	| Megadrive	| 					|
| g_caeno2	| D	| Caesar no Yabo II (J)					| 		| 1992	| Micronet	| Megadrive	| 					|
| g_caes	| D	| Caesars Palace (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_crjb	| D	| Cal Ripken Jr. Baseball (U) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_c50		| D	| Caliber Fifty (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cgam	|  	| California Games (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| cannonbp	|  	| Cannon Ball (Pacman Hardware)				| 		| 198?	| Novomatic	| Pac-man	| wrong colors				|
| g_cano	| D	| Cannon Fodder (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| cscluba	|  	| Capcom Sports Club (970722 Asia)			| csclub	| 1997	| Capcom	| CPS2		| 					|
| csclub	|  	| Capcom Sports Club (970722 Euro)			| 		| 1997	| Capcom	| CPS2		| 					|
| csclubh	|  	| Capcom Sports Club (970722 Hispanic)			| csclub	| 1997	| Capcom	| CPS2		| 					|
| csclubj	|  	| Capcom Sports Club (970722 Japan)			| csclub	| 1997	| Capcom	| CPS2		| 					|
| cworld2j	|  	| Capcom World 2 (920611 Japan)				| 		| 1992	| Capcom	| CPS1		| 					|
| g_captha	| D	| Capt'n Havoc (E) [!]					| 		| 1994	| Data East / Co| Megadrive	| 					|
| g_capamb	| D	| Captain America and the Avengers (Beta)		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_capame	| D	| Captain America and the Avengers (E)			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_capa	| D	| Captain America and the Avengers (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| captcomu	|  	| Captain Commando (910928 USA)				| captcomm	| 1991	| Capcom	| CPS1		| 					|
| captcomm	|  	| Captain Commando (911014 other country)		| 		| 1991	| Capcom	| CPS1		| 					|
| captcomj	|  	| Captain Commando (911202 Japan)			| captcomm	| 1991	| Capcom	| CPS1		| 					|
| g_cappb	| D	| Captain Planet and the Planeteers (Beta)		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_capp	| D	| Captain Planet and the Planeteers (E) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| ctomaday	|  	| Captain Tomaday					| 		| 1999	| Visco		| Neo Geo	| 					|
| cawingr1	|  	| Carrier Air Wing (U.S. navy 901009 etc)		| cawing	| 1990	| Capcom	| CPS1		| 					|
| cawing	|  	| Carrier Air Wing (U.S. navy 901012 etc)		| 		| 1990	| Capcom	| CPS1		| 					|
| cawingu	|  	| Carrier Air Wing (U.S. navy 901012 USA)		| cawing	| 1990	| Capcom	| CPS1		| 					|
| g_cill	| D	| Castle of Illusion Starring Mickey Mouse (UE) [!]	| 		| 1990	| Disney / Sega	| Megadrive	| 					|
| g_casv	| D	| Castlevania - Bloodlines (U) [!]			| 		| 1994	| Konami	| Megadrive	| 					|
| g_cvtngb	| D	| Castlevania - The New Generation (Beta)		| 		| 1994	| Konami	| Megadrive	| 					|
| g_cvane	| D	| Castlevania - The New Generation (E) [!]		| 		| 1994	| Konami	| Megadrive	| 					|
| catapult	| D NW	| Catapult						| 		| 1982	| Epos Corporati| EPOS Tristar	| Bad dump				|
| ctrpllrp	|  	| Caterpillar Pacman Hack				| puckman	| 1982	| hack		| Pac-man	| 					|
| g_cdor	| D	| Centurion - Defender of Rome (UE) [!]			| 		| 1900	| Electronic Art| Megadrive	| 					|
| g_chak	| D	| Chakan - The Forever Man (UE) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ckid	| D	| Chameleon Kid (J) [!]					| 		| 1994	| Sega		| Megadrive	| 					|
| g_cwcs	| D	| Champions World Class Soccer (W) (M4) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cbwl	| D	| Championship Bowling (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| Bad sound				|
| g_cpoo	| D	| Championship Pool (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cpam	| D	| Championship Pro-Am (U) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cengb	| D	| Chaos Engin						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chao	| D	| Chaos Engin						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_wbug	| D	| Charles' Window Bug Example				| 		| 1900	| Unsorted	| Megadrive	| 					|
| chasehqj	|  	| Chase H.Q. (Japan)					| chasehq	| 1988	| Taito Corporat| Taito-Z	| 					|
| chasehq	|  	| Chase H.Q. (World)					| 		| 1988	| Taito Corporat| Taito-Z	| 					|
| g_chq2	| D	| Chase HQ II (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chav2	| D	| Chavez II (U) [!]					| g_boxl	| 1900	| Unsorted	| Megadrive	| No sound				|
| g_chee	| D	| Cheese Cat-Astrophe Starring Speedy Gonzales (E) (M4) | 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chelno	|  	| Chelnov (J) [!]					| g_arun	| 1992	| Data East	| Megadrive	| 					|
| g_che		| D	| Chester Cheetah (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_che2	| D	| Chester Cheetah 2 - Wild Wild Quest (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chibi	| D	| Chibi Maruko-Chan - Wakuwaku Shopping (J) [c][!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| marukodq	|  	| Chibi Marukochan Deluxe Quiz				| 		| 1995	| Takara	| Neo Geo	| 					|
| chikij	|  	| Chiki Chiki Boys (900619 Japan)			| mtwins	| 1990	| Capcom	| CPS1		| 					|
| g_chikij	| D	| Chiki Chiki Boys (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chik	| D	| Chiki Chiki Boys (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chi		| D	| Chiki Chiki Boys (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| choko		|  	| Choko (010820 Japan)					| 		| 2001	| Mitchell	| CPS2		| 					|
| chokchok	|  	| Choky! Choky!						| 		| 1995	| SemiCom	| Miscellaneous	| 					|
| g_chouya	| D	| Chou Yakyuu Miracle Nine (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chk2b	| D	| Chuck II - Son of Chuck (Beta)			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chk2e	| D	| Chuck II - Son of Chuck (E) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chk2j	| D	| Chuck II - Son of Chuck (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chk2	| D	| Chuck II - Son of Chuck (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chkrke	| D	| Chuck Rock (E) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chuk	| D	| Chuck Rock (U) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_chuck	| D	| Chuck's Excellent Art Tool Animator (U)		| 		| 1900	| Unsorted	| Megadrive	| 					|
| drgw2j	|  	| Chuugokuryuu II (V100J, Japan)			| drgw2		| 1997	| IGS		| PGM		| Unemulated protection			|
| g_clascl	| D	| Classic Collection (UE) [!]				| 		| 199?	| Sega		| Megadrive	| 					|
| g_clay	| D	| Clay Fighter (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_clifhb	| D	| Cliffhanger (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_clifhe	| D	| Cliffhanger (E)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_clif	| D	| Cliffhanger (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_clue	| D	| Clue (U) [!]						| 		| 1900	| Unsorted	| Megadrive	| 					|
| cltchtrj	|  	| Clutch Hitter (set 1, Japan, FD1094 317-0175)		| cltchitr	| 1991	| Sega		| System 18	| Incomplete Sound			|
| cltchitr	|  	| Clutch Hitter (set 2, US, FD1094 317-0176)		| 		| 1991	| Sega		| System 18	| Incomplete Sound			|
| g_coak	| D	| Coach K College Basketball (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cf96	| D	| College Football USA 96 (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cf97	| D	| College Football USA 97 - The Road to New Orleans (U) | 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cfn		| D	| College Football's National Championship (U) [!]	| 		| 1994	| Sega Sports	| Megadrive	| 					|
| g_cfn2	| D	| College Football's National Championship II (U) [!]	| 		| 1995	| Sega Sports	| Megadrive	| 					|
| g_csla	| D	| College Slam (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_col00	| D	| Columns (W) (REV00) [!]				| 		| 1994	| Sega		| Megadrive	| 					|
| g_col		| D	| Columns (W) (REV01) [!]				| 		| 1994	| Sega		| Megadrive	| 					|
| g_col3	| D	| Columns III - Revenge of Columns (U) [!]		| 		| 1994	| Sega		| Megadrive	| 					|
| g_col3j	| D	| Columns III - Taiketsu! Columns World (J) [!]		| 		| 1994	| Sega		| Megadrive	| 					|
| g_comacb	| D	| Combat Aces (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_comc	| D	| Combat Cars (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| combh		|  	| Combat Hawk						| 		| 1987	| Sega / Sanrits| Misc		| No Sound				|
| g_comixb	| D	| Comix Zone (Beta)					| 		| 1995	| Sega		| Megadrive	| 					|
| g_comixe	| D	| Comix Zone (E) (M4) [!]				| 		| 1995	| Sega		| Megadrive	| 					|
| g_comixj	| D	| Comix Zone (J) [!]					| 		| 1995	| Sega		| Megadrive	| 					|
| g_comx	| D	| Comix Zone (U) [!]					| 		| 1995	| Sega		| Megadrive	| 					|
| contcrcu	|  	| Continental Circus (US set 1)				| contcirc	| 1987	| Taito America | Taito-Z	| 					|
| contcrua	|  	| Continental Circus (US set 2)				| contcirc	| 1987	| Taito America | Taito-Z	| 					|
| contcirc	|  	| Continental Circus (World)				| 		| 1987	| Taito Corporat| Taito-Z	| 					|
| g_cont	| D	| Contra - Hard Corps (U) [!]				| 		| 1994	| Konami	| Megadrive	| 					|
| g_contrj	| D	| Contra - The Hard Corps (J) [!]			| 		| 1994	| Konami	| Megadrive	| 					|
| cookbib	|  	| Cookie & Bibi						| 		| 1995	| SemiCom	| Miscellaneous	| 					|
| cookbib2	|  	| Cookie & Bibi 2					| 		| 1996	| SemiCom	| Kaneko Pandora| 					|
| cookbib3	|  	| Cookie & Bibi 3					| 		| 1997	| SemiCom	| Kaneko Pandora| 					|
| g_spotb	| D	| Cool Spot (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_coole	| D	| Cool Spot (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_cool	| D	| Cool Spot (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_corp	| D	| Corporation (E) [c][!]				| 		| 1994	| Core / Virgin	| Megadrive	| 					|
| g_coss	| D	| Cosmic Spacehead (E) (M4) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| cottonj	|  	| Cotton (set 1, Japan, FD1094 317-0179a))		| cotton	| 1991	| Sega / Success| System 16B	| 					|
| cottonu	|  	| Cotton (set 2, US, FD1094 317-0180)			| cotton	| 1991	| Sega / Success| System 16B	| 					|
| cotton	|  	| Cotton (set 3, World, FD1094 317-0181a)		| 		| 1991	| Sega / Success| System 16B	| 					|
| g_crkde	| D	| Crack Down (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_crkdj	| D	| Crack Down (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_crkd	| D	| Crack Down (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_crayon	| D	| Crayon Shin-Chan - Arashi o Yobu Sono Ko (J) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| crsword	|  	| Crossed Swords					| 		| 1991	| Alpha Denshi C| Neo Geo	| 					|
| g_cfir	| D	| CrossFire (U) [c][!]					| 		| 1991	| Kyugo		| Megadrive	| 					|
| cthd2003	|  	| Crouching Tiger Hidden Dragon 2003 (bootleg)		| kof2001	| 2003	| Phenixsoft	| Neo Geo	| Hack of \"The King of Fighters 2001\"	|
| ct2k3sa	|  	| Crouching Tiger Hidden Dragon 2003 Super Plus (alt, bo| cthd2003	| 2003	| Phenixsoft	| Neo Geo	| Hack of \"The King of Fighters 2001\"	|
| ct2k3sp	|  	| Crouching Tiger Hidden Dragon 2003 Super Plus (bootleg| cthd2003	| 2003	| Phenixsoft	| Neo Geo	| Hack of \"The King of Fighters 2001\"	|
| g_crudeb	| D	| Crude Buster (J) [!]					| g_2cd		| 1900	| Unsorted	| Megadrive	| Bad sound				|
| g_cruej	| D	| Crue Ball (J) [!]					| 		| 1992	| Electronic Art| Megadrive	| 					|
| g_crue	| D	| Crue Ball (UE) [!]					| 		| 1992	| Electronic Art| Megadrive	| 					|
| g_cc		| D	| Crusader of Centy (U) [!]				| 		| 1994	| Sega		| Megadrive	| 					|
| crushbl	|  	| Crush Roller (bootleg)				| crush		| 1981	| Kural Samno El| Pac-man	| 					|
| crush3	|  	| Crush Roller (Kural - bootleg?)			| crush		| 1981	| Kural Electric| Pac-man	| 					|
| crush2	|  	| Crush Roller (Kural Esco - bootleg?)			| crush		| 1981	| Kural Esco Ele| Pac-man	| 					|
| crush		|  	| Crush Roller (Kural Samno)				| 		| 1981	| Kural Samno El| Pac-man	| 					|
| crush4	|  	| Crush Roller (Kural TWT)				| crush		| 1981	| Kural TWT	| Pac-man	| 					|
| crushs	|  	| Crush Roller (Sidam bootleg)				| crush		| 19??	| [Kural] (Sidam| Pac-man	| 					|
